noise,t_start,t_end,pos_x,pos_y,participant
0.05,0.5302502909999021,0.7472502910000003,971.4715133666992,661.6467369079589,A
0.05,0.749250290999953,1.1712502909999785,991.8714767456056,679.7467735290527,A
0.05,4.48425029100008,4.688250291000259,1033.5714889526366,686.5467613220214,A
0.05,5.082250291000037,5.417250291000073,867.5714889526367,392.1467369079589,A
0.05,5.547250291000182,6.160250291000011,1210.3714767456054,478.24674301147456,A
0.05,9.487250291000237,9.676250291000088,814.4715133666992,523.6467369079589,A
0.05,9.713250290999897,10.16625029099987,1213.0715499877929,481.74674301147456,A
0.05,10.202250290999928,10.400250291000248,778.8714767456055,462.04676132202144,A
0.05,10.492250290999891,10.73425029100008,926.6715255737304,682.1467369079589,A
0.05,10.747250291,11.513250291000077,844.771501159668,735.8467491149902,A
0.05,11.51525029100003,11.517250290999982,828.5714889526367,759.1467369079589,A
0.05,15.000250291000157,15.00225029100011,719.1715255737305,500.04676132202144,A
0.05,19.409250291000266,19.72125029100016,798.9715133666992,630.0467613220214,A
0.05,19.723250291000117,20.324250291000222,774.4715133666992,642.9467247009277,A
0.05,23.524250291000044,23.89825029099984,830.271501159668,500.9467552185058,A
0.05,23.90325029099995,23.904250291000157,733.5714889526367,495.6467369079589,A
0.05,27.926250291000088,28.626250290999906,1052.8714767456054,516.6467369079589,A
0.05,32.536250291000215,32.799250291000135,1108.771501159668,424.1467369079589,A
0.05,32.82625029100018,33.10325029100022,1103.4714523315429,691.2467735290527,A
0.05,33.12825029099986,33.36625029100014,893.271501159668,689.6467369079589,A
0.05,33.386250291000124,34.31125029099985,1077.5715499877929,653.1467369079589,A
0.05,37.61625029100014,38.04325029099982,872.4715133666992,521.0467613220214,A
0.05,38.06625029099996,38.18325029100015,772.271501159668,427.74674301147456,A
0.05,38.1852502910001,38.299250291000135,795.4715133666992,418.8467491149902,A
0.05,38.30125029100009,38.30225029099984,753.5714889526367,410.8467491149902,A
0.05,42.67025029100023,42.87325029100021,1054.1715255737304,480.1467369079589,A
0.05,42.87525029100016,43.47125029100016,1067.6715255737304,458.4467552185058,A
0.05,46.85625029099992,47.03325029100006,936.9715133666992,541.5467613220214,A
0.05,47.070250290999866,47.230250291000175,702.1715255737305,516.9467247009277,A
0.05,47.23225029100013,47.52025029100014,728.5714889526367,526.0467613220214,A
0.05,47.54325029099982,47.768250291000186,855.0714889526367,489.1467369079589,A
0.05,47.79725029100018,48.27425029100005,1189.6715255737304,492.9467552185058,A
0.05,48.31125029099985,48.497250291,846.8714767456055,765.5467613220214,A
0.05,48.51225029099987,48.86325029099999,881.771501159668,719.3467491149902,A
0.05,48.88925029099983,49.05125029100009,1031.771501159668,572.5467613220214,A
0.05,49.07725029099993,49.28825029100017,949.8714767456056,440.3467491149902,A
0.05,49.47825029100022,50.325250290999975,1156.271501159668,450.74674301147456,A
0.05,53.45925029099999,53.75125029099991,880.8714767456055,509.3467491149902,A
0.05,53.769250290999935,54.44125029099996,854.1715255737305,656.2467735290527,A
0.05,54.450250290999975,54.53325029100006,819.9715133666992,706.4467247009277,A
0.05,57.87925029100006,58.093250291,1140.9714523315429,555.1467369079589,A
0.05,58.09525029099996,58.5272502910002,1171.9714523315429,558.7467735290527,A
0.05,61.64925029100005,61.92225029100018,854.4715133666992,508.74674301147456,A
0.05,61.93825029100026,62.21625029100005,715.8714767456055,511.04676132202144,A
0.05,62.243250291000095,62.45225029099993,1112.3714767456054,490.74674301147456,A
0.05,62.46625029100005,63.01625029100023,1210.8714767456054,494.74674301147456,A
0.05,66.01825029100019,66.26725029099998,947.0714889526369,528.4467247009277,A
0.05,66.29225029100007,66.58125029099983,1054.9714523315429,628.6467369079589,A
0.05,66.58325029100024,66.97825029100022,1079.6715255737304,635.3467491149902,A
0.05,69.843250291,70.14425029099993,836.6715255737305,501.74674301147456,A
0.05,70.17225029100018,70.43925029100001,1121.771501159668,510.1467369079589,A
0.05,70.45725029100004,70.64725029100009,1099.3714767456054,465.6467369079589,A
0.05,71.11125029100003,71.42025029100023,1022.5714889526369,439.24674301147456,A
0.05,74.76025029099992,75.02825029099995,1108.9714523315429,476.8467491149902,A
0.05,75.22025029099996,75.45225029099993,1064.5715499877929,431.04676132202144,A
0.05,75.45925029099999,75.73425029100008,998.0714889526369,445.54676132202144,A
0.05,75.74225029099989,76.14025029100003,876.9715133666992,441.9467552185058,A
