noise,visibility,t_onset,t_detect,participant
0.05,5.0,480.5327144160001,483.3059579999999,A
0.05,6.0,486.80333191599993,489.393178583,A
0.05,7.0,492.8768104159999,493.6423647910001,A
0.05,1.0,497.314330958,498.546883083,A
0.05,3.0,501.950396875,502.514045334,A
0.05,1.0,505.9024988750002,507.777126,A
0.05,7.0,511.4089053329999,513.0743242079998,A
0.05,1.0,516.6785680829998,517.154252416,A
0.05,7.0,520.650428083,521.5787520829999,A
0.05,3.5,524.9696800000002,525.4421647079998,A
0.05,5.0,528.790271583,530.4680961670001,A
0.05,3.0,534.1450622500001,534.962897292,A
0.05,4.0,538.715843,539.610927833,A
0.05,7.0,543.152191916,544.259079207,A
0.05,5.0,547.6062587910001,549.730952458,A
0.05,1.0,553.0610131660001,553.5870512910001,A
0.05,5.0,557.2979628749999,557.876763875,A
0.05,4.0,561.4000946249998,562.0760032499998,A
0.05,5.0,565.3698288330002,565.867970708,A
0.05,7.0,569.2075034999998,570.6196162909996,A
0.05,6.0,574.279128916,575.9637766660003,A
0.05,3.5,580.1841852910002,580.7955070410003,A
0.05,4.0,584.2041705830002,586.5718201240002,A
0.05,6.0,590.2259425410002,591.4117259990003,A
0.05,1.0,594.8279230409998,595.4517303749999,A
0.05,7.0,599.098314541,599.5392564159997,A
0.05,7.0,602.8022797080002,603.2682312080001,A
0.05,3.0,606.5874639160002,607.4431252910003,A
0.05,6.0,612.8433144159999,613.7392571239998,A
0.05,5.0,617.2653530829998,619.7238939159997,A
0.05,5.0,623.1365567500002,625.2762482080002,A
0.05,1.0,628.9083399579999,629.5962936659998,A
0.05,3.5,632.7601304999998,633.4436507499995,A
0.05,4.0,637.0307968329998,637.53977725,A
0.05,1.0,641.0023902500002,641.4926955830001,A
0.05,3.5,644.8220203330002,645.5969837080006,A
0.05,7.0,649.141791,650.0371319579999,A
0.05,3.0,653.3607645830002,656.0757832500003,A
0.05,6.0,659.5348031660001,662.1014769990002,A
0.05,6.0,665.2710547500001,666.7479766660003,A
0.05,5.0,670.4106257500002,672.7494411250004,A
0.05,3.5,676.1152080000002,676.9412373750001,A
0.05,7.0,680.3856478749999,680.8773625419999,A
0.05,3.5,684.1886468329999,685.5895012909996,A
0.05,1.0,688.8914629159999,689.4048761660001,A
0.05,6.0,692.8294852499998,693.6137198329998,A
0.05,3.0,697.1830169999998,697.6934778750001,A
0.05,6.0,701.0026497909998,701.9252073739999,A
0.05,1.0,705.5901328330001,707.6615997080003,A
0.05,7.0,711.111591333,711.6298797079999,A
0.05,6.0,715.4151985409999,716.7742623749996,A
0.05,3.5,719.8664954999999,721.0690062500003,A
0.05,3.5,724.606343375,725.8860233330001,A
0.05,3.5,729.3270183750001,729.7980430410003,A
0.05,7.0,733.09643125,733.9662563339998,A
0.05,4.0,737.533860125,739.1181107500001,A
0.05,3.0,743.0220373329998,743.7341827079995,A
0.05,3.0,747.258719083,749.7822130829995,A
0.05,5.0,753.4804227499999,754.3666450830001,A
0.05,1.0,757.8169144160001,758.6146765410003,A
0.05,5.0,764.10485625,764.8381347499999,A
0.05,7.0,768.158224666,768.677715416,A
0.05,4.0,772.2966120000001,772.8238121670001,A
0.05,1.0,776.1980332500002,777.2535609590004,A
0.05,4.0,780.7539158750001,781.4232065420001,A
0.05,1.0,784.740547208,785.383457167,A
0.05,6.0,789.2609238750001,789.9427300839998,A
0.05,5.0,793.7153174999999,794.2155395,A
0.05,4.0,797.6495279999999,798.5896912919998,A
0.05,3.0,802.5223906659999,803.5034073329998,A
0.05,7.0,807.3093192910001,807.7755856660001,A
0.05,5.0,810.9276633750001,812.2382997090003,A
0.05,5.0,815.9835830000002,818.6954355410003,A
0.05,4.0,822.4700747500001,823.038506375,A
0.05,6.0,826.5409667499998,828.1588968749998,A
0.05,4.0,832.2467645410002,833.631584791,A
0.05,3.0,837.0347117910001,840.079597333,A
0.05,7.0,843.4051342500002,844.070938417,A
0.05,1.0,847.5429550409999,849.2478738740001,A
0.05,5.0,852.6311931660002,854.3203174160003,A
0.05,5.0,857.9186179160001,858.4087755820001,A
0.05,3.0,861.7222745409999,863.4242621659996,A
0.05,1.0,867.1768481250001,870.3205419589999,A
0.05,6.0,873.814320208,874.5351650829998,A
0.05,1.0,878.5357039159999,881.7844184989995,A
0.05,4.0,885.3574092909998,886.0716812079995,A
0.05,4.0,889.9109372080002,890.4633977490003,A
0.05,3.5,894.0988966660002,894.8163943330001,A
0.05,3.0,898.4030599580001,898.9207429160001,A
0.05,4.0,902.390125416,903.512617708,A
0.05,5.0,907.060515875,909.120491917,A
0.05,3.5,912.798934416,914.36114,A
0.2,5.0,0.0,1.688150290999829,A
0.2,1.0,13.509552459000131,15.893989293000004,A
0.2,6.0,21.36065445899999,22.29054162600005,A
0.2,5.0,27.17975041700015,27.991998959000284,A
0.2,3.5,31.19729916700021,32.35764150000023,A
0.2,6.0,36.7898902500001,38.03475779099995,A
0.2,3.5,42.61108208400015,43.265199876,A
0.2,4.0,47.09833391699999,48.03358424999988,A
0.2,4.0,52.90296541700013,53.65724458300019,A
0.2,3.0,58.22440458400001,59.82549554299999,A
0.2,7.0,63.70964820900008,64.32066950100011,A
0.2,6.0,68.65340245900006,69.32502783400014,A
0.2,5.0,73.83788195900001,75.01866908400007,A
0.2,6.0,78.70652470900018,79.33680525100021,A
0.2,6.0,83.62895304200015,85.27367841700016,A
0.2,3.5,89.53215545900002,90.75293458400006,A
0.2,7.0,95.4557369170002,95.96995495800002,A
0.2,7.0,99.80935229200009,100.80242858400015,A
0.2,6.0,105.0972189170002,105.6981702500002,A
0.2,3.5,110.03480054200008,110.54598308400024,A
0.2,3.5,114.937139334,115.93726645899984,A
0.2,3.0,120.59408808400008,121.56318895900016,A
0.2,6.0,125.63136054200004,126.1147700009999,A
0.2,1.0,130.76896720900004,131.28276975099993,A
0.2,4.0,134.98657712500017,135.98555908300025,A
0.2,3.5,140.143621209,141.55439687500007,A
0.2,4.0,145.86502670900018,147.13849904200015,A
0.2,6.0,151.26956504200007,151.75512441700016,A
0.2,6.0,155.75673100000017,156.2588202500001,A
0.2,7.0,159.99328345900017,160.45177345900015,A
0.2,1.0,164.43082566700014,166.80313050000018,A
0.2,3.0,170.45269925000002,171.0192445,A
0.2,1.0,178.4577401670001,178.95454308400008,A
0.2,1.0,182.37761383400016,183.1866023750001,A
0.2,4.0,186.83298945900012,187.771020959,A
0.2,3.5,191.80412154200008,192.45157091700003,A
0.2,1.0,197.44188900000017,199.5878055830001,A
0.2,6.0,203.7283625,204.5468490000001,A
0.2,5.0,208.60169595900012,209.42025116800028,A
0.2,3.5,213.31955475000015,215.13893566700017,A
0.2,6.0,219.9779429170001,220.67611529200008,A
0.2,4.0,224.8984938750002,225.5639692920001,A
0.2,3.0,229.2858466670002,229.8282017500001,A
0.2,7.0,234.52399112500007,235.372965583,A
0.2,1.0,239.32561658400004,241.7718212920001,A
0.2,3.5,248.752235209,249.308364793,A
0.2,1.0,253.7062010840002,256.1163577090001,A
0.2,5.0,259.7783570420001,261.60626904200035,A
0.2,4.0,265.583238167,266.28553487499994,A
0.2,5.0,270.12026879200016,270.9008727920002,A
0.2,3.5,274.8741338750001,277.1485472920001,A
0.2,4.0,281.47908433400016,282.09298570900023,A
0.2,1.0,285.68181575000017,287.58851641700016,A
0.2,3.5,291.6885261670002,293.9326688750002,A
0.2,7.0,297.8093577090001,298.59027837500025,A
0.2,3.0,302.9479606250002,303.7089477500001,A
0.2,7.0,307.6854141250001,309.3894083329999,A
0.2,3.0,313.389809042,314.2452820840001,A
0.2,7.0,318.09413400000017,318.60555879100025,A
0.2,7.0,323.39792075000014,324.27766308300033,A
0.2,3.5,327.88375233400006,328.58212237600014,A
0.2,6.0,332.4229277500001,333.3255978750001,A
0.2,3.0,337.1435314590001,338.9657665420002,A
0.2,4.0,342.8651625,344.5256768329998,A
0.2,1.0,370.622252375,372.8706823340001,A
0.2,3.5,384.0482202090002,384.7984563340003,A
0.2,6.0,388.71873541700006,389.5831391250001,A
0.2,4.0,393.25581975,394.0058115840002,A
0.2,3.0,397.928183,400.822610958,A
0.2,1.0,405.06758541700015,407.36701266700015,A
0.2,4.0,411.27221933400006,412.167411375,A
0.2,7.0,416.02692216700007,417.7027788339999,A
0.2,4.0,421.78170850000015,423.0391802910001,A
0.2,7.0,426.902742834,428.0554017920001,A
0.2,5.0,432.07409700000017,433.1435468750003,A
0.2,1.0,436.8760581250001,437.9185419590001,A
0.2,3.5,441.6468522920002,442.43810458400026,A
0.2,3.5,446.1507422500001,447.022237208,A
0.2,5.0,450.8562316250002,451.68743595900014,A
0.2,3.0,455.17506575000016,456.7265823330001,A
0.2,6.0,460.464585834,461.2078147090001,A
0.2,3.5,465.2185699590002,465.8397561670001,A
0.2,5.0,469.5555463750002,470.168105709,A
0.2,5.0,474.225387834,475.8958359179999,A
0.2,6.0,479.7806890840002,480.5999485840002,A
0.2,6.0,484.3850271250001,485.01632062500016,A
0.2,3.0,488.688551125,489.3044180830002,A
0.2,3.0,492.7902243340002,493.6630107090002,A
0.2,7.0,497.6795463340002,498.35296000000017,A
0.2,5.0,501.899272459,502.4724409590001,A
0.2,7.0,505.9527723340002,506.65621758400016,A
0.2,5.0,510.790448167,511.6006521669999,A
0.2,3.0,515.2260262920001,516.5994587920002,A
0.2,6.0,520.197807125,520.9363331250001,A
0.2,5.0,524.7357939170001,526.5925174170002,A
0.2,1.0,530.2049206670001,531.6239198339999,A
0.2,5.0,537.5631170000001,538.1288987080002,A
0.2,7.0,541.348865334,542.0885592920001,A
0.2,5.0,545.6033623750002,546.1926948750001,A
0.2,5.0,549.6048150420002,550.5040732920002,A
0.2,3.5,554.0593812090001,554.7451129180001,A
0.2,3.0,557.8953516670001,559.408504792,A
0.2,1.0,563.084652084,564.7693010840001,A
0.2,6.0,568.6561106670001,569.4334584170001,A
0.2,1.0,572.7582046250002,573.7927537090002,A
0.2,3.0,577.5469195420001,578.3618477510001,A
0.2,3.5,582.1156258340002,583.6167588760002,A
0.2,4.0,587.3544256670002,588.3303519170004,A
0.2,1.0,591.890856209,593.0485959590001,A
0.2,7.0,596.861701584,597.537935459,A
0.2,1.0,601.6669188340002,602.4098858340003,A
0.2,5.0,605.8542008750001,609.0424957920002,A
0.2,7.0,613.1435156250002,614.1462419170002,A
0.2,3.0,618.0145566670001,618.9699904170002,A
0.2,3.5,622.6683586670001,623.4820239580001,A
0.2,4.0,629.5891831250001,630.6414347920002,A
0.2,3.0,634.0932817920002,635.0333250000003,A
0.2,3.0,638.714642917,640.3785878340002,A
0.2,3.5,643.9847347500001,644.7535239170002,A
0.2,3.0,648.2233242090001,648.7785197510002,A
0.2,3.5,652.5770083750001,654.618643042,A
0.2,5.0,658.498871,659.123909834,A
0.2,3.5,662.7690090000001,664.554840625,A
0.2,6.0,667.7713074170001,668.498795042,A
0.2,3.5,672.476526375,673.779078583,A
0.2,3.0,677.9819153340002,678.5153548750002,A
0.2,5.0,682.000194834,682.673892459,A
0.2,7.0,686.489269334,688.1004090430001,A
0.2,4.0,694.0120878750001,694.9876468750003,A
0.2,1.0,698.6821140840002,700.7083642500004,A
0.2,4.0,704.1022326250002,704.9159616670001,A
0.2,6.0,708.407553,709.0114550420001,A
0.2,1.0,712.9111300000002,713.6917026670003,A
0.2,4.0,717.7988535420002,718.3637934590001,A
0.2,3.5,722.0692337920002,722.771962084,A
0.2,3.5,726.020963167,726.818820042,A
0.2,3.5,730.690870334,731.1630338759999,A
0.2,5.0,735.1303097090001,736.7239662920003,A
0.2,4.0,740.4172369170001,740.9236665830001,A
0.2,3.5,744.336523167,744.8192179579999,A
0.2,3.0,748.5075897500001,749.6356467500002,A
0.2,4.0,753.5124874170001,754.2679371670001,A
0.2,4.0,757.9497894170001,761.08446325,A
0.2,7.0,764.7696732500001,765.4355786670001,A
0.2,6.0,769.0418662500001,769.5407944589999,A
0.2,4.0,773.579773917,774.5329823339998,A
0.2,7.0,781.01784075,781.5719609999999,A
0.2,1.0,785.289405792,786.116949792,A
0.2,3.0,789.4095644170002,791.5889753340002,A
0.2,4.0,795.497158417,795.9970394170002,A
0.2,7.0,799.6015005840002,800.4450982510002,A
0.2,4.0,804.0545272920001,804.702716042,A
0.2,1.0,808.190470084,809.6602710010002,A
0.2,5.0,813.563312834,814.1495075,A
0.2,6.0,817.90058475,818.4293310420001,A
0.2,7.0,822.0539140420001,822.7574662080001,A
0.2,6.0,826.4075042500001,827.605239792,A
0.2,3.5,831.2613397500002,831.965256875,A
0.2,1.0,835.6473554590002,836.6125315010001,A
0.2,1.0,840.0022572500002,841.861736542,A
0.2,7.0,847.5084749170001,848.8777745420002,A
0.2,3.5,852.744949167,853.4452530829999,A
0.2,6.0,856.9314990840003,858.3492148760001,A
0.2,3.5,861.8183465000002,862.7249057910003,A
0.2,4.0,866.4914482090003,868.518124834,A
0.2,5.0,872.696651917,873.3660557080002,A
0.2,1.0,877.9839837919999,882.9662807919999,A
0.2,3.0,886.7762371250001,887.383301375,A
0.2,3.5,890.8120543340001,892.4627376680005,A
0.2,5.0,895.9831018750001,896.5826687500003,A
0.2,7.0,900.1201109590002,901.4791050840004,A
0.2,7.0,905.491092875,906.1347329589998,A
0.2,3.0,909.7281885420002,910.3430469169998,A
0.2,6.0,913.9152439590002,915.2870136680004,A
0.2,4.0,919.0351150840002,919.622994834,A
0.2,3.0,923.0209209590004,925.1739752920004,A
0.2,3.0,928.760659,929.3361865000002,A
0.2,3.0,933.1312698750004,933.6798306250002,A
0.2,4.0,936.9158094590002,937.9103973340002,A
0.2,3.0,941.421638917,942.62328225,A
0.2,3.0,946.242021167,947.007167417,A
0.2,7.0,950.8628795,951.350972708,A
0.2,1.0,955.0831950000002,956.4638590830004,A
0.2,3.0,960.2876017920004,961.0796509590004,A
0.2,7.0,964.624471,965.527748375,A
0.2,5.0,969.4112095,970.351421458,A
0.2,4.0,973.798939375,974.4076300829996,A
0.2,6.0,978.48584975,979.8878385409998,A
0.2,3.0,983.589172292,985.711104084,A
0.2,3.5,989.2955660840004,989.7760525000004,A
0.2,6.0,993.582338709,994.3842852920002,A
0.2,4.0,997.85266575,998.632549291,A
0.05,7.0,0.0,1.6427318329999707,B
0.05,5.0,20.559033415999977,21.682577373999948,B
0.05,6.0,27.099058791000004,28.307013249000025,B
0.05,4.0,32.83485537500002,33.92140758400001,B
0.05,1.0,38.67051329100002,40.15057620800002,B
0.05,1.0,44.33214475,45.23680154199997,B
0.05,3.0,49.51637945800002,49.92204954099998,B
0.05,3.0,53.703644666,54.63455216599999,B
0.05,6.0,58.31113529100003,59.26185262500002,B
0.05,3.0,63.12753091600001,63.92963699899997,B
0.05,5.0,67.43281487500002,68.362854459,B
0.05,5.0,71.60209412500001,72.42745841700003,B
0.05,7.0,76.38948937499998,77.20246383300002,B
0.05,7.0,80.342578333,81.04254970800002,B
0.05,3.5,84.41317379100002,85.122515749,B
0.05,1.0,88.38278200000002,89.21858066600004,B
0.05,6.0,92.3029355,92.98670675,B
0.05,5.0,96.05453495799998,96.71436525,B
0.05,5.0,99.892561958,100.498715249,B
0.05,5.0,103.82938891599996,104.42696004100004,B
0.05,4.0,107.39638370800004,108.0817917500001,B
0.05,1.0,111.284372083,112.07390287400004,B
0.05,3.5,115.17189116600002,115.93880379099994,B
0.05,6.0,118.97464487499995,119.74678779200008,B
0.05,6.0,123.078959166,123.82737666599996,B
0.05,3.5,127.29947262500002,127.69082500000002,B
0.05,1.0,130.91749308299995,131.4343091659999,B
0.05,1.0,134.52017654099996,135.87423012399995,B
0.05,7.0,138.92370895800002,139.56204341600005,B
0.05,5.0,142.57735804100002,143.10705095800006,B
0.05,3.0,146.097630083,146.587130667,B
0.05,6.0,149.65060200000005,150.23542866700006,B
0.05,5.0,155.85624195800006,156.69925075000003,B
0.05,3.0,159.65777612500003,160.4593201670001,B
0.05,3.5,163.74672087500005,164.435459916,B
0.05,4.0,167.41479854099998,168.09091949999993,B
0.05,1.0,171.20132408300003,171.8350660000001,B
0.05,1.0,175.07262112499996,175.763650333,B
0.05,3.5,178.82473079099998,179.61934924899992,B
0.05,7.0,182.97741016600003,183.71524362500008,B
0.05,1.0,187.08304620800004,188.01371308300008,B
0.05,4.0,191.320086541,192.172245999,B
0.05,1.0,195.40677262500003,196.11579258300003,B
0.05,7.0,199.827150708,200.996281833,B
0.05,3.5,204.24690716600003,205.012328291,B
0.05,6.0,208.0665745,208.68422833300008,B
0.05,5.0,211.971090708,212.716269667,B
0.05,5.0,215.7740112500001,216.33212195800013,B
0.05,5.0,219.66064375,220.524236458,B
0.05,3.0,223.56357270800004,224.340095499,B
0.05,4.0,227.382065916,228.15553412400004,B
0.05,3.0,231.22051125,231.85304858299992,B
0.05,3.0,234.93955574999995,235.668763209,B
0.05,1.0,238.67615441600003,240.36442916600004,B
0.05,5.0,243.48074225000005,244.6046852080001,B
0.05,3.0,247.53363475000003,248.19812975,B
0.05,4.0,251.1877055,251.93292725000003,B
0.05,4.0,254.83867416600003,255.62782566600004,B
0.05,5.0,258.777016916,259.60729475000005,B
0.05,5.0,263.297600916,264.13324620700007,B
0.05,6.0,266.88181391600006,267.49239983300004,B
0.05,4.0,270.670506541,271.053418416,B
0.05,5.0,274.68966850000004,275.21296266600007,B
0.05,5.0,278.492975916,278.981483166,B
0.05,3.5,286.53399545800005,287.46967966600005,B
0.05,7.0,290.253678125,290.613607875,B
0.05,7.0,294.05642420799995,294.709310042,B
0.05,1.0,297.67612733299995,298.27731345799987,B
0.05,5.0,301.22844,302.1093545,B
0.05,3.0,305.29975825,306.07790129199986,B
0.05,6.0,309.50321258300005,310.3737114580001,B
0.05,3.5,313.254337458,314.04450091599995,B
0.05,5.0,317.510103333,318.4062759579999,B
0.05,3.0,321.377468625,322.140935709,B
0.05,3.5,325.299862833,326.046121999,B
0.05,1.0,328.90132229100004,329.7409130410001,B
0.05,3.0,332.672976875,333.33423975000005,B
0.05,5.0,336.526135791,337.43827691600006,B
0.05,4.0,341.096086333,341.701743624,B
0.05,3.0,344.766288958,345.36641195800007,B
0.05,3.5,348.485439875,349.110125917,B
0.05,5.0,352.072666583,352.784308666,B
0.05,4.0,356.40912212499995,357.64645937499995,B
0.05,6.0,360.577988625,361.5415331659999,B
0.05,3.0,364.463813875,365.24580275,B
0.05,7.0,368.186167333,369.006667541,B
0.05,3.0,371.803887166,372.541692708,B
0.05,5.0,375.40731275,376.254098625,B
0.05,5.0,379.312190333,380.3431144160001,B
0.05,3.5,383.4494099580001,384.1193068330001,B
0.05,1.0,387.152345875,388.23907666700006,B
0.05,4.0,391.322405708,392.135034958,B
0.05,7.0,395.02357029100006,395.958466249,B
0.05,3.5,398.99318504100006,399.9672564570001,B
0.05,4.0,403.298259625,403.918321542,B
0.05,3.5,406.883542416,407.502212208,B
0.05,7.0,412.924324,413.6953853749999,B
0.05,5.0,416.743969041,417.3436518740001,B
0.05,6.0,420.579863416,421.135009624,B
0.05,4.0,424.248930416,425.150698041,B
0.05,3.0,428.086908291,428.679407291,B
0.05,6.0,431.940237458,432.6715290829999,B
0.05,6.0,435.80784925,436.694720375,B
0.05,5.0,439.461790333,439.9989862919999,B
0.05,4.0,442.797567875,443.486497458,B
0.05,3.5,446.317601458,447.111027291,B
0.05,5.0,449.820198583,450.3990037499999,B
0.05,5.0,453.39166687500006,453.975985667,B
0.05,7.0,456.793726666,457.447882291,B
0.05,6.0,460.397459625,461.496093917,B
0.05,7.0,464.298892541,464.991615583,B
0.05,4.0,468.020550791,468.656320124,B
0.05,5.0,471.806175791,472.448736416,B
0.05,4.0,475.443801958,476.04824875,B
0.05,1.0,478.694653333,479.3357825830001,B
0.05,7.0,481.9139665,482.511266167,B
0.05,5.0,485.735715375,486.320393833,B
0.05,7.0,489.304491583,489.9762089579999,B
0.05,6.0,492.84146891600005,493.4332012910001,B
0.05,7.0,496.559297375,497.26370729100006,B
0.05,3.5,500.281164958,500.832562542,B
0.05,5.0,503.65063929100006,504.40916425,B
0.05,3.5,507.387066333,508.088783624,B
0.05,4.0,517.793805208,518.591931416,B
0.05,5.0,521.582391791,522.1129025409999,B
0.05,4.0,524.80024975,525.4323231660001,B
0.05,1.0,528.002492,528.752682583,B
0.05,7.0,531.504975583,531.9520872490001,B
0.05,3.5,536.927318291,537.488243666,B
0.05,4.0,540.113255291,540.696546916,B
0.05,4.0,543.7508847080001,544.2973834580001,B
0.05,1.0,547.069141125,547.6005354160001,B
0.05,5.0,550.623786666,551.089713624,B
0.05,6.0,553.9768375,554.465223792,B
0.05,3.5,557.544020083,558.03234775,B
0.05,5.0,561.049268333,561.529793,B
0.05,3.0,564.41863975,564.937568291,B
0.05,1.0,567.837943208,568.561481708,B
0.05,1.0,571.222135625,571.760815666,B
0.05,3.5,574.493570333,574.939336166,B
0.05,6.0,582.45062725,583.042161125,B
0.05,3.5,585.970474291,586.370163625,B
0.05,6.0,589.070683083,589.785059416,B
0.05,1.0,592.757196125,594.2569632909999,B
0.05,1.0,597.330079041,598.1233364999999,B
0.05,7.0,600.998141333,601.6334048330001,B
0.05,1.0,604.686089291,605.298407458,B
0.05,3.0,608.2224932080001,609.066331458,B
0.05,7.0,611.925216583,612.4660698749999,B
0.05,7.0,615.428491916,616.026492624,B
0.05,3.5,618.864523208,619.308076708,B
0.05,4.0,622.4512171250001,622.99455575,B
0.05,3.5,625.9535792080001,626.5545529170001,B
0.05,7.0,629.455422666,629.9537022490001,B
0.05,5.0,632.8766202910001,633.4748187910002,B
0.05,1.0,636.5625554999999,637.042522667,B
0.05,5.0,639.781868,640.970170542,B
0.05,6.0,643.768328208,644.274082374,B
0.05,3.5,647.1722075,647.6908892910001,B
0.05,1.0,650.6396601250001,651.674211708,B
0.05,6.0,656.696973291,657.2190639579999,B
0.05,1.0,660.1657904159999,660.642835375,B
0.05,6.0,663.702682333,664.331204458,B
0.05,6.0,667.4885624159999,668.0672030829999,B
0.05,4.0,671.1422010000001,672.1073520840002,B
0.05,4.0,675.094973791,675.7712599580002,B
0.05,4.0,678.746946833,679.385971792,B
0.05,6.0,682.5694415,683.092341708,B
0.05,4.0,686.18826375,686.8033989590001,B
0.05,3.5,689.7908374579999,690.2515375829998,B
0.05,6.0,693.4610701659999,694.1554646249999,B
0.05,7.0,697.0126357080001,697.5545461669999,B
0.05,5.0,700.448865458,700.915793916,B
0.05,4.0,703.818364208,704.4112143330001,B
0.05,6.0,707.3562904580001,707.8916834580002,B
0.05,3.0,710.807641458,711.3947981250001,B
0.05,1.0,714.528861666,715.092933208,B
0.05,7.0,717.929602333,718.594885208,B
0.05,4.0,721.7342732909999,722.2927770829999,B
0.05,3.5,725.388126458,725.8520224580002,B
