noise,t_start,t_end,pos_x,pos_y,participant
0.05,0.4969883325975388,0.8079883325845003,734.6294869995118,485.7370106506348,pilot
0.05,0.8099883326794952,1.4869883325882256,706.4294747924805,495.0369984436036,pilot
0.05,1.4889883326832205,2.1999883325770497,724.5295114135743,473.5369984436036,pilot
0.05,2.2019883326720446,2.209988332586363,725.1294869995118,447.83698623657233,pilot
0.05,5.872988332761452,6.0729883327148855,880.829499206543,357.8369862365724,pilot
0.05,6.102988332742825,6.402988332556561,830.5295114135743,316.23701065063483,pilot
0.05,6.418988332618028,6.723988332552835,973.829499206543,298.0369984436036,pilot
0.05,6.750988332554698,7.10098833264783,1020.7295236206056,432.936992340088,pilot
0.05,7.102988332742825,7.459988332586363,1051.329499206543,441.1370045471192,pilot
0.05,7.461988332681358,7.820988332619891,1054.2295236206055,465.83698623657233,pilot
0.05,12.743988332571462,13.013988332590088,901.0295114135744,397.33698623657233,pilot
0.05,13.033988332608716,13.306988332653418,845.4294747924805,319.43699234008795,pilot
0.05,13.9239883327391,14.446988332550973,721.5295114135743,442.2370106506348,pilot
0.05,14.493988332571462,14.796988332644103,1001.329499206543,539.7370106506348,pilot
0.05,14.7989883327391,14.917988332686946,999.9294747924804,509.9370228576661,pilot
0.05,14.91998833254911,15.11798833264038,999.2295236206056,532.8369862365723,pilot
0.05,15.132988332770765,15.414988332660869,1141.329499206543,582.2370106506348,pilot
0.05,15.433988332748411,15.688988332636654,967.829499206543,674.3369862365723,pilot
0.05,15.701988332672045,16.56998833268881,983.5295114135744,767.6369740295411,pilot
0.05,20.431988332653415,20.61298833275214,824.829499206543,452.83698623657233,pilot
0.05,20.624988332623616,20.808988332748413,790.5295114135743,550.1369740295411,pilot
0.05,20.810988332610577,21.468988332664598,796.1294869995118,519.1369740295411,pilot
0.05,25.16098833270371,25.76998833264224,876.829499206543,542.7370106506348,pilot
0.05,29.670988332713023,30.38098833267577,1005.4294747924804,643.8369862365723,pilot
0.05,34.15198833262548,34.50698833260685,837.5295114135743,472.936992340088,pilot
0.05,34.52698833262548,34.83598833275028,822.5295114135743,354.6370045471192,pilot
0.05,34.83798833261244,35.83598833275028,847.4294747924805,367.0369984436036,pilot
0.05,35.83798833261244,35.93998833256774,854.7295236206055,342.5369984436036,pilot
0.05,39.64498833264224,39.86898833257146,1091.029450378418,489.7370106506348,pilot
0.05,39.878988332580775,40.58398833265528,1143.129548034668,473.6370045471192,pilot
0.05,40.58598833275028,40.60998833272606,1119.4294747924805,465.1370045471192,pilot
0.05,44.184988332679495,44.389988332754,1088.4294747924805,566.5369984436036,pilot
0.05,44.391988332616165,45.07798833260313,1114.529450378418,570.5369984436036,pilot
0.05,48.766988332616165,48.968988332664594,1121.829499206543,535.2370106506348,pilot
0.05,48.97098833275959,49.59698833269067,1154.2295236206055,537.4370228576661,pilot
0.05,53.356988332699984,53.56998833268881,1049.629548034668,499.33698623657233,pilot
0.05,53.57198833255097,54.106988332699984,1046.129548034668,471.1370045471192,pilot
0.05,57.602988332742825,57.822988332714885,835.2295236206055,605.3369862365723,pilot
0.05,57.82498833257705,58.43398833274841,797.7295236206055,612.3369862365723,pilot
0.05,61.822988332714885,62.07098833261989,882.4294747924805,652.7370106506348,pilot
0.05,62.072988332714885,62.7509883325547,909.6294869995118,661.3369862365723,pilot
0.05,66.22298833262175,66.34898833255284,884.6294869995118,495.6370045471192,pilot
0.05,66.37498833262362,66.60298833274283,968.6294869995118,393.6370045471192,pilot
0.05,66.61098833265714,66.9669883325696,914.1294869995118,357.73701065063483,pilot
0.05,66.9689883326646,68.06998833268881,892.9294747924805,341.3369862365724,pilot
0.05,72.31298833270557,72.52998833265156,811.0295114135743,535.0369984436036,pilot
0.05,72.56198833254166,72.8329883327242,957.829499206543,394.6370045471192,pilot
0.05,72.84798833262175,73.13198833260685,1103.7295236206055,364.0369984436036,pilot
0.05,73.13398833270185,74.0239883325994,1085.4294747924805,345.0369984436036,pilot
0.05,77.83898833254352,78.03998833266087,872.4294747924805,642.5369984436036,pilot
0.05,78.04198833275586,78.81598833273165,845.5295114135743,648.8369862365723,pilot
0.05,82.31698833266273,82.53098833258264,1106.129548034668,543.1369740295411,pilot
0.05,82.55498833255842,82.8989883325994,817.0295114135743,512.7370106506348,pilot
0.05,82.91598833259195,83.31098833261058,1008.9294747924804,523.2370106506348,pilot
0.05,83.36598833254538,83.5919883325696,967.5295114135744,295.1370045471192,pilot
0.05,83.60198833257891,83.82398833264597,851.1294869995118,329.23701065063483,pilot
0.05,83.83198833256029,84.60798833263107,791.9294747924805,345.5369984436036,pilot
0.05,88.1829883325845,88.30898833274841,979.9294747924804,526.6369740295411,pilot
0.05,88.32698833267204,88.70298833260313,799.7295236206055,543.9370228576661,pilot
0.05,88.74698833259754,89.2399883326143,926.329499206543,337.8369862365724,pilot
0.05,89.25198833271861,89.77898833272047,821.6294869995118,380.33698623657233,pilot
0.05,89.82498833257705,90.04198833275586,941.6294869995118,662.5369984436036,pilot
0.05,90.06398833263665,90.24498833273536,1015.7295236206056,722.2370106506348,pilot
0.05,90.24698833259754,91.03098833258264,990.329499206543,728.1369740295411,pilot
0.05,95.44098833273164,95.65398833272047,889.329499206543,602.4370228576661,pilot
0.05,95.65598833258264,96.25898833270185,860.329499206543,602.5369984436036,pilot
0.05,100.1849883326795,100.5259883326944,815.2295236206055,524.3369862365723,pilot
0.05,100.55098833260126,100.9139883327298,740.5295114135743,533.1369740295411,pilot
0.05,100.95298833260313,101.26898833271116,990.6294869995118,336.73701065063483,pilot
0.05,101.28798833256587,101.40298833255656,901.329499206543,358.0369984436036,pilot
0.05,101.42998833255842,101.77898833272047,815.1294869995118,363.83698623657233,pilot
0.05,101.78098833258264,102.2509883325547,791.4294747924805,350.23701065063483,pilot
0.05,107.13198833260684,107.35898833256216,841.9294747924805,525.9370228576661,pilot
0.05,107.39298833254723,107.53798833256587,940.5295114135744,367.5369984436036,pilot
0.05,107.53998833266088,107.75298833264968,938.4294747924804,342.1370045471192,pilot
0.05,107.79498833254912,108.0699883326888,1043.629548034668,667.5369984436036,pilot
0.05,108.08498833258636,108.3309883326292,1167.9294747924805,607.7370106506348,pilot
0.05,108.3329883327242,108.92698833276518,1183.7295236206055,633.4370228576661,pilot
0.05,113.39098833268508,113.6849883326795,807.829499206543,528.7370106506348,pilot
0.05,113.72398833255284,114.11798833264038,1106.9294747924805,496.936992340088,pilot
0.05,114.14498833264224,114.479988332605,1032.6294869995118,507.7370106506348,pilot
0.05,114.52498833276331,114.78998833266088,923.7295236206056,352.5369984436036,pilot
0.05,114.79198833275586,115.56198833254166,901.829499206543,332.8369862365724,pilot
0.05,119.69698833255096,119.93098833272234,905.829499206543,410.436992340088,pilot
0.05,119.9329883325845,120.62298833276144,937.329499206543,428.1370045471192,pilot
0.05,124.3179883325938,124.49998833262362,1038.2295236206055,653.2370106506348,pilot
0.05,124.5019883327186,125.11998833273536,1058.629548034668,635.6369740295411,pilot
0.05,128.83498833258636,128.97498833271675,964.5295114135744,448.0369984436036,pilot
0.05,128.98798833275214,129.20998833258636,1044.629548034668,395.7370106506348,pilot
0.05,129.21198833268136,129.96598833263852,1053.329499206543,369.83698623657233,pilot
0.05,133.97598833264783,134.11098833265714,987.1294869995118,472.936992340088,pilot
0.05,134.14298833254725,134.38298833277076,914.5295114135744,358.8369862365724,pilot
0.05,134.38498833263293,135.52898833272047,894.0295114135743,337.5369984436036,pilot
0.05,139.41798833268695,139.635988332564,1001.829499206543,454.436992340088,pilot
0.05,139.64598833257332,139.90698833274655,936.1294869995118,370.6370045471192,pilot
0.05,139.9139883327298,140.15198833262548,999.5295114135744,361.5369984436036,pilot
0.05,140.18098833272234,140.43598833261058,888.5295114135743,423.6370045471192,pilot
0.05,140.43798833270557,140.66698833275586,869.7295236206055,442.7370106506348,pilot
0.05,140.6739883327391,140.7979883325752,797.829499206543,479.6370045471192,pilot
0.05,140.9099883325398,141.17598833260126,756.5295114135743,674.0369984436036,pilot
0.05,141.19398833275773,141.43898833263663,950.0295114135744,647.2370106506348,pilot
0.05,141.44898833264597,142.229988332605,1056.829499206543,718.4370228576661,pilot
0.05,146.31098833261058,146.5239883325994,925.1294869995118,495.436992340088,pilot
0.05,146.54298833268695,146.67498833267018,941.329499206543,411.0369984436036,pilot
0.05,146.71298833261244,147.11598833254538,1106.7295236206055,715.6369740295411,pilot
0.05,147.14798833266832,147.51698833261617,803.9294747924805,607.3369862365723,pilot
