location,noise,contrast,correct,RT
2.125,0.2,0.01,0.0,0.5314200001303107
2.125,0.2,0.06,0.0,0.7594657919835299
2.125,0.2,0.26,1.0,0.4874995411373675
2.125,0.2,0.12,1.0,1.2634665409568697
2.125,0.2,0.03,0.0,0.6474934169091284
2.125,0.2,0.01,1.0,1.4155307919718325
2.125,0.2,0.02,0.0,0.5908076660707593
2.125,0.2,0.26,1.0,0.4471585829742253
2.125,0.2,0.03,0.0,0.40684766694903374
2.125,0.2,0.53,1.0,0.3914138749241829
2.125,0.2,0.12,1.0,1.614810915896669
2.125,0.2,0.06,1.0,0.5194185001309961
2.125,0.2,0.03,1.0,0.5748578750062734
2.125,0.2,0.02,0.0,0.4153374161105603
2.125,0.2,0.06,0.0,0.34285120805725455
2.125,0.2,0.26,1.0,0.4712571669369936
2.125,0.2,0.12,1.0,0.4320933339186013
2.125,0.2,0.53,1.0,0.20730024995282292
2.125,0.2,0.01,1.0,0.624134958954528
2.125,0.2,0.06,0.0,0.47119504190050066
2.125,0.2,0.03,1.0,0.44749795901589096
2.125,0.2,0.01,0.0,0.3360924159642309
2.125,0.2,0.12,1.0,0.3916286248713732
2.125,0.2,0.02,1.0,1.2071779579855502
2.125,0.2,0.26,1.0,0.45576275000348687
2.125,0.2,0.53,1.0,0.8314985840115696
2.125,0.2,0.12,1.0,0.4312279170844704
2.125,0.2,0.03,0.0,1.4471232080832124
2.125,0.2,0.53,1.0,0.3988802919629961
2.125,0.2,0.26,1.0,0.33481899998150766
2.125,0.2,0.06,1.0,0.4154281250666827
2.125,0.2,0.02,0.0,0.4794995828997344
2.125,0.2,0.01,0.0,0.5112024999689311
2.125,0.2,0.02,1.0,0.696188084082678
2.125,0.2,0.53,1.0,0.3430301249027252
2.125,0.2,0.06,1.0,0.43875291594304144
2.125,0.2,0.26,1.0,0.3907655831426382
2.125,0.2,0.12,1.0,0.5441678329370916
2.125,0.2,0.03,0.0,0.5914758329745382
2.125,0.2,0.01,1.0,0.5668422500602901
2.125,0.2,0.06,1.0,0.31168012507259846
2.125,0.2,0.02,1.0,0.5116092499811202
2.125,0.2,0.12,1.0,0.28011095803231
2.125,0.2,0.03,1.0,0.44799733301624656
2.125,0.2,0.53,1.0,0.37547383387573063
2.125,0.2,0.01,0.0,0.4875207080040127
2.125,0.2,0.26,1.0,0.3108553329948336
2.125,0.2,0.06,1.0,0.4474423748906702
2.125,0.2,0.01,1.0,0.3266501668840647
2.125,0.2,0.12,1.0,0.3841150419320911
2.125,0.2,0.26,1.0,0.32672837493009865
2.125,0.2,0.02,0.0,0.3675230420194566
2.125,0.2,0.53,1.0,0.27946095913648605
2.125,0.2,0.03,0.0,0.35164070897735655
2.125,0.2,0.53,1.0,0.3274519578553736
2.125,0.2,0.12,1.0,0.35886412509717047
2.125,0.2,0.02,1.0,0.41526304208673537
2.125,0.2,0.06,1.0,0.3427336250897497
2.125,0.2,0.01,0.0,0.39946695789694786
2.125,0.2,0.03,1.0,0.40702562499791384
2.125,0.2,0.26,1.0,0.3600980001501739
2.125,0.2,0.01,0.0,0.3108443340752274
2.125,0.2,0.06,1.0,0.3833430828526616
2.125,0.2,0.02,1.0,0.3355194579344243
2.125,0.2,0.26,1.0,0.34392554103396833
2.125,0.2,0.03,1.0,0.3828949579037726
2.125,0.2,0.12,1.0,0.34358079195953906
2.125,0.2,0.53,1.0,0.3995395000092685
2.125,0.2,0.03,0.0,0.4871306249406189
2.125,0.2,0.01,1.0,0.422801457811147
2.125,0.2,0.12,1.0,0.35089141712523997
2.125,0.2,0.53,1.0,0.36682462482713163
2.125,0.2,0.26,0.0,0.3991426657885313
2.125,0.2,0.02,0.0,0.34341254201717675
2.125,0.2,0.06,0.0,0.5508779168594629
2.125,0.2,0.01,1.0,0.4561583751346916
2.125,0.2,0.06,0.0,0.423388791969046
2.125,0.2,0.26,1.0,0.3995910829398781
2.125,0.2,0.03,1.0,0.4715798750985414
2.125,0.2,0.02,0.0,0.38343970803543925
2.125,0.2,0.12,1.0,0.3828058750368655
2.125,0.2,0.53,1.0,0.39174250001087785
2.125,0.2,0.12,1.0,0.39939674991182983
2.125,0.2,0.01,1.0,0.48743179091252387
2.125,0.2,0.53,1.0,0.3838062919676304
2.125,0.2,0.26,1.0,0.41486625000834465
2.125,0.2,0.06,1.0,0.6154930831398815
2.125,0.2,0.03,0.0,0.614856667118147
2.125,0.2,0.02,1.0,0.39188775001093745
2.125,0.2,0.53,1.0,0.680186792043969
2.125,0.2,0.26,1.0,0.45546033419668674
2.125,0.2,0.03,1.0,0.5035854580346495
2.125,0.2,0.12,1.0,0.4150730830151588
2.125,0.2,0.06,0.0,0.4074024581350386
2.125,0.2,0.01,1.0,0.4233795830514282
2.125,0.2,0.02,0.0,0.5109668329823762
2.125,0.2,0.26,1.0,0.47112674987874925
2.125,0.2,0.12,1.0,0.3348986250348389
2.125,0.2,0.02,0.0,0.5909684579819441
2.125,0.2,0.53,1.0,0.3748053750023246
2.125,0.2,0.03,1.0,0.4306427501142025
2.125,0.2,0.01,0.0,0.5200446660164744
2.125,0.2,0.06,1.0,0.4468211659695953
2.125,0.2,0.01,0.0,0.4798227499704808
2.125,0.2,0.06,1.0,0.7034149579703808
2.125,0.2,0.02,0.0,0.4873820829670876
2.125,0.2,0.53,1.0,0.39070812496356666
2.125,0.2,0.12,1.0,0.520094667095691
2.125,0.2,0.03,1.0,0.4874945420306176
2.125,0.2,0.26,0.0,0.383970458060503
2.125,0.2,0.02,0.0,1.528027500025928
2.125,0.2,0.01,1.0,0.5033791249152273
2.125,0.2,0.12,1.0,0.48799758311361074
2.125,0.2,0.06,1.0,0.3427802911028266
2.125,0.2,0.26,1.0,0.38312183297239244
2.125,0.2,0.53,1.0,0.33475662488490343
2.125,0.2,0.03,1.0,0.6155555828008801
2.125,0.2,0.12,1.0,0.3587667078245431
2.125,0.2,0.03,1.0,1.4382573750335723
2.125,0.2,0.01,0.0,0.5108195841312408
2.125,0.2,0.53,1.0,0.5121381669305265
2.125,0.2,0.26,1.0,0.4002370829693973
2.125,0.2,0.06,1.0,0.19144783285446465
2.125,0.2,0.02,0.0,0.43898041686043143
2.125,0.2,0.26,1.0,0.3601707499474287
2.125,0.2,0.03,0.0,0.8547051660716534
2.125,0.2,0.06,1.0,0.4313739580102265
2.125,0.2,0.12,1.0,0.38374099996872246
2.125,0.2,0.53,1.0,0.294891000026837
2.125,0.2,0.02,1.0,0.38419645791873336
2.125,0.2,0.01,0.0,0.5677137500606477
2.125,0.2,0.26,1.0,0.32747983396984637
2.125,0.2,0.02,0.0,0.3665871249977499
2.125,0.2,0.03,0.0,0.367584666935727
2.125,0.2,0.01,1.0,0.5268311249092221
2.125,0.2,0.06,1.0,0.5347970000002533
2.125,0.2,0.53,1.0,0.8954074590001255
2.125,0.2,0.12,1.0,0.40736554097384214
2.125,0.2,0.03,1.0,0.4482433330267668
2.125,0.2,0.06,1.0,0.46417833399027586
2.125,0.2,0.01,0.0,0.7112859999760985
2.125,0.2,0.02,0.0,0.6960512090008706
2.125,0.2,0.53,1.0,0.48826270806603134
2.125,0.2,0.12,1.0,0.976159333018586
2.125,0.2,0.26,1.0,0.3829621251206845
2.125,0.2,0.53,1.0,0.22340824990533292
2.125,0.2,0.01,1.0,0.711661749985069
2.125,0.2,0.02,1.0,0.4474642921704799
2.125,0.2,0.03,1.0,0.41541516594588757
2.125,0.2,0.26,1.0,0.15186004107818007
2.125,0.2,0.06,0.0,0.40684120799414814
2.125,0.2,0.12,1.0,0.3833014590200037
2.125,0.2,0.06,1.0,0.32747374987229705
2.125,0.2,0.53,1.0,0.4154367090668529
2.125,0.2,0.26,1.0,0.3921913329977542
2.125,0.2,0.01,1.0,0.38287141593173146
2.125,0.2,0.03,0.0,0.4313187920488417
2.125,0.2,0.02,1.0,0.40780566609464586
2.125,0.2,0.12,1.0,0.29558037500828505
2.125,0.2,0.06,1.0,0.41615370917133987
2.125,0.2,0.01,1.0,0.5029778748285025
2.125,0.2,0.12,1.0,0.3827958330512047
2.125,0.2,0.26,1.0,0.2796336659230292
2.125,0.2,0.53,1.0,0.39939704118296504
2.125,0.2,0.02,1.0,0.36748779215849936
2.125,0.2,0.03,1.0,0.4234040828887373
2.125,0.2,0.03,0.0,0.31149074994027615
2.125,0.2,0.01,1.0,0.30357458302751184
2.125,0.2,0.06,0.0,0.45488262502476573
2.125,0.2,0.26,1.0,0.3595108750741929
2.125,0.2,0.12,1.0,0.3356595828663558
2.125,0.2,0.02,0.0,0.3756790840998292
2.125,0.2,0.53,1.0,0.4156122498679906
6.375,0.2,0.12,1.0,0.7280876669101417
6.375,0.2,0.53,1.0,0.5034491659607738
6.375,0.2,0.06,1.0,1.7196088330820203
6.375,0.2,0.02,0.0,0.43956720898859203
6.375,0.2,0.03,1.0,0.49556349986232817
6.375,0.2,0.26,1.0,0.5995453330688179
6.375,0.2,0.01,0.0,0.559302750043571
6.375,0.2,0.02,0.0,0.8076040828600526
6.375,0.2,0.01,0.0,1.4874884160235524
6.375,0.2,0.03,0.0,0.9515237079467624
6.375,0.2,0.26,1.0,0.431503624888137
6.375,0.2,0.53,1.0,0.7915638750419021
6.375,0.2,0.06,1.0,0.5115737079177052
6.375,0.2,0.12,1.0,0.41557700000703335
6.375,0.2,0.12,1.0,0.6395947090350091
6.375,0.2,0.03,1.0,0.47959962487220764
6.375,0.2,0.06,1.0,0.3996152081526816
6.375,0.2,0.53,1.0,0.3835485000163317
6.375,0.2,0.26,1.0,1.0155546660535038
6.375,0.2,0.01,1.0,0.39159583300352097
6.375,0.2,0.02,1.0,0.6155465000774711
6.375,0.2,0.02,0.0,0.5596394168678671
6.375,0.2,0.01,0.0,0.5835593328811228
6.375,0.2,0.06,1.0,0.7514997920952737
6.375,0.2,0.12,0.0,0.43144291592761874
6.375,0.2,0.26,1.0,0.6315352499950677
6.375,0.2,0.53,1.0,0.8074655418749899
6.375,0.2,0.03,1.0,0.5436022498179227
6.375,0.2,0.53,1.0,0.22352216695435345
6.375,0.2,0.02,0.0,0.7515764581039548
6.375,0.2,0.12,1.0,0.3755251250695437
6.375,0.2,0.26,1.0,0.38360370812006295
6.375,0.2,0.01,0.0,1.000054624862969
6.375,0.2,0.06,0.0,0.7675765000749379
6.375,0.2,0.03,1.0,0.7434926249552518
6.375,0.2,0.01,0.0,0.4955393329728395
6.375,0.2,0.12,1.0,0.6315782910678536
6.375,0.2,0.03,0.0,0.599604208022356
6.375,0.2,0.02,0.0,0.6474631251767278
6.375,0.2,0.53,1.0,0.49552841717377305
6.375,0.2,0.06,0.0,0.639566833153367
6.375,0.2,0.26,1.0,0.615562791004777
6.375,0.2,0.02,0.0,0.7195877910126001
6.375,0.2,0.53,1.0,0.38358062505722046
6.375,0.2,0.06,1.0,0.7836244169156998
6.375,0.2,0.12,1.0,0.2555883750319481
6.375,0.2,0.26,1.0,0.30361974984407425
6.375,0.2,0.03,0.0,0.4482529161032289
6.375,0.2,0.01,0.0,0.7435773748438805
6.375,0.2,0.12,1.0,0.35959637514315546
6.375,0.2,0.53,1.0,0.9595695838797837
6.375,0.2,0.06,1.0,0.7195381249766797
6.375,0.2,0.02,1.0,0.8315754581708461
6.375,0.2,0.01,1.0,0.607577667105943
6.375,0.2,0.03,0.0,0.631523999851197
6.375,0.2,0.26,1.0,1.7516077090986073
6.375,0.2,0.12,0.0,0.39957483299076557
6.375,0.2,0.53,1.0,0.3275787499733269
6.375,0.2,0.03,1.0,0.5195799579378217
6.375,0.2,0.26,1.0,0.7196159169543535
6.375,0.2,0.01,1.0,0.4555235418956727
6.375,0.2,0.06,1.0,0.7276304580736905
6.375,0.2,0.02,1.0,0.7995983751025051
6.375,0.2,0.01,1.0,0.3826992081012577
6.375,0.2,0.02,0.0,0.4075871251989156
6.375,0.2,0.53,1.0,0.3195800418034196
6.375,0.2,0.03,0.0,1.4155897919554263
6.375,0.2,0.26,1.0,0.8716086249332875
6.375,0.2,0.12,0.0,0.8635678749997169
6.375,0.2,0.06,1.0,0.8639815831556916
6.375,0.2,0.02,0.0,0.7595861251465976
6.375,0.2,0.26,1.0,0.9195783750619739
6.375,0.2,0.06,1.0,1.223563167033717
6.375,0.2,0.01,1.0,0.6075757080689073
6.375,0.2,0.12,1.0,0.31155474996194243
6.375,0.2,0.53,1.0,0.3515826668590307
6.375,0.2,0.03,1.0,0.49976645805872977
6.375,0.2,0.02,0.0,0.33555612503550947
6.375,0.2,0.06,1.0,0.8314840421080589
6.375,0.2,0.12,0.0,0.19160862499848008
6.375,0.2,0.03,1.0,0.4555500838905573
6.375,0.2,0.01,1.0,0.5995548330247402
6.375,0.2,0.53,1.0,0.25557995820418
6.375,0.2,0.26,1.0,0.3276469169650227
6.375,0.2,0.26,1.0,0.3195666251704097
6.375,0.2,0.02,0.0,0.599585915915668
6.375,0.2,0.12,1.0,0.3995826249010861
6.375,0.2,0.01,1.0,0.3035718749742955
6.375,0.2,0.06,1.0,0.7435870410408825
6.375,0.2,0.03,0.0,0.5836424590088427
6.375,0.2,0.53,1.0,0.4635369998868555
6.375,0.2,0.01,1.0,0.4316358328796923
6.375,0.2,0.02,0.0,0.6156373750418425
6.375,0.2,0.03,0.0,0.4715171658899635
6.375,0.2,0.12,1.0,0.6715457499958575
6.375,0.2,0.26,1.0,0.5435382081195712
6.375,0.2,0.06,1.0,0.5435844170860946
6.375,0.2,0.53,1.0,0.40759570780210197
6.375,0.2,0.53,1.0,0.5355817079544067
6.375,0.2,0.03,1.0,0.44763733400031924
6.375,0.2,0.02,0.0,0.6395654589869082
6.375,0.2,0.12,1.0,0.9276577921118587
6.375,0.2,0.01,0.0,0.383517500013113
6.375,0.2,0.06,0.0,0.49560025008395314
6.375,0.2,0.26,1.0,0.35963366692885756
6.375,0.2,0.03,1.0,0.6156018329784274
6.375,0.2,0.26,1.0,0.7030502080451697
6.375,0.2,0.06,0.0,0.3274815420154482
6.375,0.2,0.01,1.0,0.6234969589859247
6.375,0.2,0.12,1.0,0.4475819580256939
6.375,0.2,0.02,1.0,0.35960554191842675
6.375,0.2,0.53,1.0,0.43159650010056794
6.375,0.2,0.53,1.0,0.3674406660720706
6.375,0.2,0.03,1.0,0.4635788749437779
6.375,0.2,0.26,1.0,0.8076147921383381
6.375,0.2,0.02,0.0,0.4797704580705613
6.375,0.2,0.06,1.0,0.6716107919346541
6.375,0.2,0.01,0.0,0.41547545907087624
6.375,0.2,0.12,1.0,0.38357699988409877
6.375,0.2,0.26,1.0,0.9915710829664022
6.375,0.2,0.06,0.0,0.5195829998701811
6.375,0.2,0.12,1.0,0.41566499997861683
6.375,0.2,0.01,1.0,0.5436212080530822
6.375,0.2,0.53,1.0,0.3915467499755323
6.375,0.2,0.03,1.0,0.5595622500404716
6.375,0.2,0.02,0.0,0.39155079214833677
6.375,0.2,0.06,0.0,0.7195805839728564
6.375,0.2,0.12,1.0,0.6475370000116527
6.375,0.2,0.53,1.0,0.30357791599817574
6.375,0.2,0.26,1.0,0.2475622498895973
6.375,0.2,0.01,1.0,0.935586541891098
6.375,0.2,0.03,0.0,0.4796049580909312
6.375,0.2,0.02,0.0,0.49555716710165143
6.375,0.2,0.02,0.0,0.863608832936734
6.375,0.2,0.53,1.0,0.31937195803038776
6.375,0.2,0.03,1.0,0.543608124833554
6.375,0.2,0.06,0.0,0.36750625004060566
6.375,0.2,0.26,1.0,0.21550595806911588
6.375,0.2,0.01,0.0,0.6955696658696979
6.375,0.2,0.12,1.0,0.41128312493674457
6.375,0.2,0.26,1.0,0.3755902911070734
6.375,0.2,0.12,1.0,0.3434707089327276
6.375,0.2,0.02,0.0,0.6796025419607759
6.375,0.2,0.06,1.0,0.591607959009707
6.375,0.2,0.03,0.0,0.3835573748219758
6.375,0.2,0.01,1.0,0.6476097910199314
6.375,0.2,0.53,1.0,0.3675458328798413
6.375,0.2,0.03,0.0,0.5756326671689749
6.375,0.2,0.26,1.0,0.40757591696456075
6.375,0.2,0.01,0.0,0.5915999170392752
6.375,0.2,0.02,1.0,0.6156041249632835
6.375,0.2,0.12,1.0,0.4235950419679284
6.375,0.2,0.06,1.0,0.5195590411312878
6.375,0.2,0.53,1.0,0.3755769159179181
6.375,0.2,0.12,1.0,0.49563262495212257
6.375,0.2,0.53,1.0,0.4235192500054836
6.375,0.2,0.03,0.0,0.4316100408323109
6.375,0.2,0.01,1.0,0.3516445830464363
6.375,0.2,0.02,0.0,0.42360812495462596
6.375,0.2,0.06,1.0,0.42354516708292067
6.375,0.2,0.26,1.0,0.3035368749406189
6.375,0.2,0.03,1.0,0.6158876658882946
6.375,0.2,0.53,1.0,0.35161570901982486
6.375,0.2,0.06,1.0,0.35962333297356963
6.375,0.2,0.01,1.0,0.3515583749394864
6.375,0.2,0.26,1.0,0.31953570898622274
6.375,0.2,0.02,0.0,0.7036001249216497
6.375,0.2,0.12,1.0,0.3595651660580188
6.375,0.2,0.02,0.0,0.5115306249354035
6.375,0.2,0.53,1.0,0.34328620810993016
6.375,0.2,0.03,0.0,0.7275999169796705
6.375,0.2,0.01,0.0,0.27155766589567065
6.375,0.2,0.06,1.0,0.3595842909999192
6.375,0.2,0.12,1.0,0.31159599986858666
6.375,0.2,0.26,1.0,0.3595424590166658
6.375,0.2,0.03,1.0,0.5515602498780936
6.375,0.2,0.53,1.0,0.32759204180911183
6.375,0.2,0.26,1.0,0.24764004186727107
6.375,0.2,0.01,0.0,5.991613625083119
6.375,0.2,0.12,1.0,0.5995262919459492
6.375,0.2,0.02,1.0,0.7035817499272525
6.375,0.2,0.06,1.0,0.46357158408500254
6.375,0.2,0.06,0.0,1.015632958849892
6.375,0.2,0.02,1.0,0.3116227090358734
6.375,0.2,0.01,0.0,0.6236619160044938
6.375,0.2,0.53,1.0,0.5755997910164297
6.375,0.2,0.12,0.0,0.43250720808282495
6.375,0.2,0.03,1.0,0.6475969590246677
6.375,0.2,0.26,1.0,0.4315552089828998
6.375,0.2,0.02,1.0,0.33553408295847476
6.375,0.2,0.01,0.0,0.5915680828038603
6.375,0.2,0.26,1.0,0.7675554999150336
6.375,0.2,0.53,1.0,0.4235699169803411
6.375,0.2,0.06,1.0,0.4396074579562992
6.375,0.2,0.12,1.0,0.38359654089435935
6.375,0.2,0.03,1.0,0.3834599999245256
6.375,0.2,0.26,1.0,0.263543542008847
6.375,0.2,0.02,1.0,0.5675849169492722
6.375,0.2,0.01,1.0,0.27158550010062754
6.375,0.2,0.03,1.0,0.45553920906968415
6.375,0.2,0.12,1.0,0.4473330839537084
6.375,0.2,0.53,1.0,0.2955418329220265
6.375,0.2,0.06,0.0,0.6076067502144724
6.375,0.2,0.06,1.0,0.6475825828965753
6.375,0.2,0.01,1.0,0.44763041590340436
6.375,0.2,0.53,1.0,0.35159275005571544
6.375,0.2,0.26,0.0,0.5915806659031659
6.375,0.2,0.03,1.0,0.6636036660056561
6.375,0.2,0.02,1.0,0.5755395418964326
6.375,0.2,0.12,1.0,0.3355708750896156
6.375,0.2,0.03,1.0,0.21557679190300405
6.375,0.2,0.06,0.0,1.0156259580980986
6.375,0.2,0.01,0.0,0.5756272501312196
6.375,0.2,0.12,1.0,0.6475694999098778
6.375,0.2,0.02,1.0,0.5914797498844564
6.375,0.2,0.53,1.0,0.3835746250115335
6.375,0.2,0.26,1.0,0.3595603338908404
6.375,0.2,0.02,0.0,0.4475691660773009
6.375,0.2,0.26,1.0,0.34322145907208323
6.375,0.2,0.03,0.0,0.5836260409560055
6.375,0.2,0.53,1.0,0.5675701252184808
6.375,0.2,0.01,0.0,0.4955700000282377
6.375,0.2,0.12,0.0,0.38357370905578136
6.375,0.2,0.06,1.0,0.39159479085355997
6.375,0.2,0.53,1.0,0.41561362496577203
6.375,0.2,0.01,0.0,0.6235680829267949
6.375,0.2,0.02,0.0,0.4236067079473287
6.375,0.2,0.06,1.0,0.3035138340201229
6.375,0.2,0.03,1.0,0.4555973340757191
6.375,0.2,0.26,1.0,0.375620000064373
6.375,0.2,0.12,1.0,0.3116335419472307
6.375,0.2,0.01,0.0,0.21557408291846514
6.375,0.2,0.02,0.0,0.49560575000941753
6.375,0.2,0.53,1.0,0.3515914159361273
6.375,0.2,0.26,1.0,0.1756235829088837
6.375,0.2,0.03,1.0,0.2555865829344839
6.375,0.2,0.12,1.0,0.5595649580936879
6.375,0.2,0.06,0.0,0.2956103750038892
6.375,0.2,0.02,0.0,0.23950458294712007
6.375,0.2,0.12,1.0,0.30394179187715054
6.375,0.2,0.01,1.0,0.2875642089638859
6.375,0.2,0.53,1.0,0.2235262501053512
6.375,0.2,0.06,0.0,0.15952712506987154
6.375,0.2,0.26,1.0,0.22356579219922423
6.375,0.2,0.03,1.0,0.35959374997764826
6.375,0.2,0.12,1.0,0.2475603329949081
6.375,0.2,0.02,1.0,0.3515735000837594
6.375,0.2,0.03,1.0,0.31164037482813
6.375,0.2,0.26,1.0,0.3276340828742832
6.375,0.2,0.53,1.0,0.1915868748910725
6.375,0.2,0.01,1.0,0.23956116707995534
6.375,0.2,0.06,0.0,0.2155929170548916
6.375,0.2,0.53,1.0,0.27949354192242026
6.375,0.2,0.02,1.0,0.40763012506067753
6.375,0.2,0.06,1.0,0.3515465829987079
6.375,0.2,0.01,1.0,0.42371191713027656
6.375,0.2,0.26,1.0,0.29556220886297524
6.375,0.2,0.03,0.0,0.4236595418769866
6.375,0.2,0.12,0.0,0.3676106669008732
6.375,0.2,0.03,1.0,0.3515588331501931
6.375,0.2,0.12,0.0,0.3836524998769164
6.375,0.2,0.02,0.0,0.28762575006112456
6.375,0.2,0.53,1.0,0.27157583413645625
6.375,0.2,0.26,1.0,0.17561862501315773
6.375,0.2,0.06,0.0,0.39965062495321035
6.375,0.2,0.01,0.0,0.4476740420795977
6.375,0.2,0.01,0.0,0.24757487513124943
6.375,0.2,0.53,1.0,0.35156916710548103
6.375,0.2,0.03,1.0,0.6876363749615848
6.375,0.2,0.06,0.0,0.4634651248343289
6.375,0.2,0.02,0.0,0.3834903750102967
6.375,0.2,0.26,1.0,0.3756260829977691
6.375,0.2,0.12,1.0,0.3355230421293527
6.375,0.2,0.03,0.0,0.3515671659260988
6.375,0.2,0.53,1.0,0.2795813751872629
6.375,0.2,0.02,0.0,0.4395639169961214
6.375,0.2,0.01,0.0,0.3036295420024544
6.375,0.2,0.06,1.0,0.4872495410963893
6.375,0.2,0.26,1.0,0.37556845881044865
6.375,0.2,0.12,1.0,0.7595992498099804
