location,noise,contrast,correct,RT
0.0,0.2,0.04,1.0,0.7039113749924581
0.0,0.2,0.53,1.0,0.15962400000717025
0.0,0.2,0.27,1.0,0.48757362499600276
0.0,0.2,0.07,1.0,0.9993536249967292
0.0,0.2,0.14,1.0,0.42358062499260996
0.0,0.2,0.01,0.0,0.5516268339997623
0.0,0.2,0.07,1.0,0.7356177920009941
0.0,0.2,0.27,1.0,1.1522332089953125
0.0,0.2,0.04,0.0,0.3675845840043621
0.0,0.2,0.02,1.0,0.4556248750013765
0.0,0.2,0.53,1.0,0.38351979199796915
0.0,0.2,0.01,1.0,0.4236231249960838
0.0,0.2,0.14,1.0,0.4236462919943733
0.0,0.2,0.27,1.0,0.47158808399399277
0.0,0.2,0.01,0.0,0.3995984170032898
0.0,0.2,0.02,0.0,0.5355612080020364
0.0,0.2,0.07,0.0,0.42364020900276955
0.0,0.2,0.53,1.0,0.27963620801165234
0.0,0.2,0.04,0.0,0.6246494589868234
0.0,0.2,0.14,1.0,0.7356312079937197
0.0,0.2,0.01,1.0,0.670993791994988
0.0,0.2,0.02,1.0,0.46366750000743195
0.0,0.2,0.27,1.0,0.4558554169925628
0.0,0.2,0.04,0.0,0.7195696669950848
0.0,0.2,0.07,1.0,0.375612166011706
0.0,0.2,0.14,1.0,0.4156064169947058
0.0,0.2,0.53,1.0,0.4322417920047883
0.0,0.2,0.53,1.0,0.8476096670055995
0.0,0.2,0.07,0.0,0.5275815409986535
0.0,0.2,0.14,1.0,0.343609290997847
0.0,0.2,0.01,0.0,0.6476079590065638
0.0,0.2,0.27,1.0,0.49560679199930746
0.0,0.2,0.04,0.0,0.4555865409929538
0.0,0.2,0.02,1.0,0.4476003750023665
0.0,0.2,0.01,0.0,0.49571024999022484
0.0,0.2,0.53,1.0,0.375580624997383
0.0,0.2,0.02,1.0,0.647612458007643
0.0,0.2,0.07,0.0,0.5681770829978632
0.0,0.2,0.14,0.0,1.7916321670054458
0.0,0.2,0.04,1.0,0.47154266700090375
0.0,0.2,0.27,1.0,0.35647691700432915
0.0,0.2,0.27,1.0,0.2875997919909423
0.0,0.2,0.14,1.0,0.3995909160003066
0.0,0.2,0.07,0.0,0.5595292079960927
0.0,0.2,0.02,0.0,0.527638208004646
0.0,0.2,0.53,1.0,0.40762674999132287
0.0,0.2,0.01,0.0,0.607629584003007
0.0,0.2,0.04,1.0,0.5836436669924296
0.0,0.2,0.02,1.0,0.4156551250052871
0.0,0.2,0.01,1.0,0.5435714999912307
0.0,0.2,0.27,1.0,0.3915814999927534
0.0,0.2,0.04,0.0,0.49561862500559073
0.0,0.2,0.53,1.0,0.3036211669968907
0.0,0.2,0.07,0.0,0.6956527089932933
0.0,0.2,0.14,1.0,0.22417412500362843
0.0,0.2,0.07,1.0,0.4716222090064548
0.0,0.2,0.04,1.0,0.39962654100963846
0.0,0.2,0.53,1.0,0.4082441659993492
0.0,0.2,0.27,1.0,0.46368820799398236
0.0,0.2,0.01,0.0,0.5276055419963086
0.0,0.2,0.14,1.0,0.5116407499881461
0.0,0.2,0.02,0.0,0.4716567080031382
0.0,0.2,0.27,1.0,0.5115994579973631
0.0,0.2,0.07,1.0,0.4476432079973165
0.0,0.2,0.01,1.0,0.7596383749914821
0.0,0.2,0.14,1.0,0.4076090419985121
0.0,0.2,0.02,1.0,0.39158408300136216
0.0,0.2,0.04,1.0,0.8716867089970037
0.0,0.2,0.53,1.0,0.5916187089896994
0.0,0.2,0.04,1.0,0.6796141669910867
0.0,0.2,0.01,0.0,0.8556707089883275
0.0,0.2,0.02,0.0,0.47031141600746196
0.0,0.2,0.27,1.0,0.2475622089987155
0.0,0.2,0.07,1.0,0.559605875008856
0.0,0.2,0.53,1.0,0.3996033330040518
0.0,0.2,0.14,1.0,0.4556198329955805
0.0,0.2,0.14,1.0,0.9916435830091359
0.0,0.2,0.53,1.0,1.2075182499975199
0.0,0.2,0.01,0.0,0.4875517089967616
0.0,0.2,0.02,1.0,0.5435477910068585
0.0,0.2,0.07,1.0,0.3999938749911962
0.0,0.2,0.27,1.0,0.39962558400293346
0.0,0.2,0.04,1.0,0.7995923750131624
0.0,0.2,0.14,1.0,0.36761908400512766
0.0,0.2,0.07,1.0,0.39962316599849146
0.0,0.2,0.02,1.0,0.5995975830010138
0.0,0.2,0.04,1.0,0.3596259579935577
0.0,0.2,0.01,0.0,0.5909876250079833
0.0,0.2,0.53,1.0,0.431645375007065
0.0,0.2,0.27,0.0,0.5435336660011671
0.0,0.2,0.04,0.0,0.8315896249987418
0.0,0.2,0.27,0.0,0.5196680420049233
0.0,0.2,0.07,1.0,0.5115518750099
0.0,0.2,0.01,1.0,1.0476391250122106
0.0,0.2,0.02,0.0,0.43155720800859854
0.0,0.2,0.14,1.0,0.43184170800668653
0.0,0.2,0.53,1.0,0.48012683300476056
0.0,0.2,0.01,0.0,0.4555076660035411
0.0,0.2,0.27,1.0,0.4635932090022834
0.0,0.2,0.07,1.0,0.44757683300122153
0.0,0.2,0.02,0.0,0.5676144580065738
0.0,0.2,0.53,1.0,0.43156195800111163
0.0,0.2,0.04,1.0,0.5755655829998432
0.0,0.2,0.14,1.0,0.36765454200212844
0.0,0.2,0.02,1.0,0.6394953749986598
0.0,0.2,0.27,1.0,0.23954833300376777
0.0,0.2,0.14,1.0,0.2795257919933647
0.0,0.2,0.04,1.0,0.543587625012151
0.0,0.2,0.53,1.0,0.4715939169982448
0.0,0.2,0.07,1.0,0.36753516699536704
0.0,0.2,0.01,0.0,0.5676746660028584
0.0,0.2,0.53,1.0,0.2795792499964591
0.0,0.2,0.01,1.0,0.6475472079910105
0.0,0.2,0.04,0.0,0.4715588340040995
0.0,0.2,0.14,1.0,0.4236309169937158
0.0,0.2,0.27,1.0,1.1515814589947695
0.0,0.2,0.07,1.0,0.7195808329997817
0.0,0.2,0.02,1.0,0.4722138749930309
0.0,0.2,0.53,1.0,0.36748883400287014
0.0,0.2,0.07,1.0,0.5835246659989934
0.0,0.2,0.14,0.0,0.6156159579986706
0.0,0.2,0.01,0.0,0.9115206670103362
0.0,0.2,0.02,0.0,0.4473006250045728
0.0,0.2,0.04,1.0,1.0715508749999572
0.0,0.2,0.27,1.0,0.5669980829989072
0.0,0.2,0.27,1.0,0.43955312499019783
0.0,0.2,0.53,1.0,0.4476224169920897
0.0,0.2,0.14,1.0,0.4155727079923963
0.0,0.2,0.04,1.0,0.6318890830007149
0.0,0.2,0.01,0.0,0.6556446670001606
0.0,0.2,0.07,1.0,0.6236108750017593
0.0,0.2,0.02,1.0,0.8316347079962725
0.0,0.2,0.27,1.0,0.8561429169931216
0.0,0.2,0.14,1.0,0.519779499998549
0.0,0.2,0.04,1.0,0.6316164579911856
0.0,0.2,0.01,1.0,0.6955796659894986
0.0,0.2,0.07,1.0,0.695489624995389
0.0,0.2,0.53,1.0,0.22362083299958613
0.0,0.2,0.02,1.0,1.1356237920117564
0.0,0.2,0.04,0.0,0.8637095839949325
0.0,0.2,0.53,1.0,0.679504250001628
0.0,0.2,0.27,1.0,0.3202129999990575
0.0,0.2,0.14,1.0,0.44762179200188257
0.0,0.2,0.02,0.0,0.7115990409947699
0.0,0.2,0.07,1.0,0.424046084008296
0.0,0.2,0.01,1.0,0.4875868749950314
0.0,0.2,0.14,1.0,0.8475962910015369
0.0,0.2,0.07,1.0,0.5755808749963762
0.0,0.2,0.53,1.0,0.5035603750002338
0.0,0.2,0.27,1.0,0.535513875001925
0.0,0.2,0.01,1.0,1.5836579169990728
0.0,0.2,0.02,1.0,1.111521917002392
0.0,0.2,0.04,1.0,0.6233267920033541
0.0,0.2,0.07,1.0,1.0959396669932175
0.0,0.2,0.04,1.0,0.623566624999512
0.0,0.2,0.53,1.0,0.2235606670001289
0.0,0.2,0.02,1.0,0.5036494999949355
0.0,0.2,0.01,1.0,0.47160858400457073
0.0,0.2,0.27,1.0,0.5436007079988485
0.0,0.2,0.14,1.0,0.3756126249936642
2.125,0.2,0.1,1.0,0.36411316704470664
2.125,0.2,0.18,1.0,0.15165533300023526
2.125,0.2,0.07,0.0,0.4476086249924265
2.125,0.2,0.55,1.0,0.4396372080082074
2.125,0.2,0.31,1.0,0.3836382920271717
2.125,0.2,0.04,1.0,0.3756199999479577
2.125,0.2,0.03,0.0,0.27961495803901926
2.125,0.2,0.18,1.0,0.9356569580268115
2.125,0.2,0.04,0.0,0.4956191669916734
2.125,0.2,0.03,0.0,0.2956328339641914
2.125,0.2,0.07,1.0,0.8876041250186972
2.125,0.2,0.55,1.0,0.2876115000108257
2.125,0.2,0.31,1.0,0.32760170800611377
2.125,0.2,0.1,1.0,0.3276306669577025
2.125,0.2,0.1,1.0,0.28768200002377853
2.125,0.2,0.03,1.0,0.43165441701421514
2.125,0.2,0.07,0.0,0.3596479159896262
2.125,0.2,0.18,1.0,0.24764725001296028
2.125,0.2,0.31,1.0,0.2796533330110833
2.125,0.2,0.55,1.0,0.17556362500181422
2.125,0.2,0.04,1.0,0.35155274998396635
2.125,0.2,0.55,1.0,0.2555855839746073
2.125,0.2,0.31,1.0,0.33561837498564273
2.125,0.2,0.1,1.0,0.6477284170105122
2.125,0.2,0.04,1.0,0.49554495903430507
2.125,0.2,0.07,1.0,0.4555924159940332
2.125,0.2,0.03,0.0,0.3035793750314042
2.125,0.2,0.18,1.0,0.3036175409797579
2.125,0.2,0.1,1.0,0.32765854202443734
2.125,0.2,0.31,1.0,0.311613958037924
2.125,0.2,0.07,1.0,0.4636315410025418
2.125,0.2,0.55,0.0,0.5516643329756334
2.125,0.2,0.18,1.0,0.6156596670043655
2.125,0.2,0.04,0.0,0.47966162499506027
2.125,0.2,0.03,0.0,0.9596458750311285
2.125,0.2,0.03,0.0,0.45559662504820153
2.125,0.2,0.31,0.0,0.8076502910116687
2.125,0.2,0.07,0.0,0.9516380000277422
2.125,0.2,0.18,1.0,0.6396443750127219
2.125,0.2,0.04,0.0,0.4716787080396898
2.125,0.2,0.1,1.0,0.32762733299750835
2.125,0.2,0.55,1.0,0.33565249998355284
2.125,0.2,0.03,1.0,0.4556309999898076
2.125,0.2,0.07,0.0,0.3116829589707777
2.125,0.2,0.04,0.0,0.5997020420036279
2.125,0.2,0.31,1.0,0.3996202919515781
2.125,0.2,0.55,1.0,0.7676087919971906
2.125,0.2,0.1,1.0,0.3596697080065496
2.125,0.2,0.18,1.0,0.32758704200387
2.125,0.2,0.1,1.0,0.31168399995658547
2.125,0.2,0.04,0.0,0.4556374169769697
2.125,0.2,0.03,1.0,0.5036035410012119
2.125,0.2,0.55,1.0,0.5996312500210479
2.125,0.2,0.18,1.0,1.5196334579959512
2.125,0.2,0.31,1.0,1.1595650410163216
2.125,0.2,0.07,1.0,0.2956458330154419
2.125,0.2,0.07,1.0,0.6156510839937255
2.125,0.2,0.18,1.0,0.3035877079819329
2.125,0.2,0.1,1.0,0.3195912910159677
2.125,0.2,0.55,1.0,0.2555784159922041
2.125,0.2,0.03,0.0,0.327641166979447
2.125,0.2,0.31,1.0,0.31158983398927376
2.125,0.2,0.04,0.0,0.30366916698403656
2.125,0.2,0.04,0.0,0.503620375005994
2.125,0.2,0.03,1.0,0.6796220000251196
2.125,0.2,0.55,1.0,0.39158337499247864
2.125,0.2,0.18,1.0,0.31161787500604987
2.125,0.2,0.1,1.0,0.3676183340139687
2.125,0.2,0.31,1.0,0.47963212500326335
2.125,0.2,0.07,1.0,0.431656832981389
2.125,0.2,0.1,1.0,0.5196070829988457
2.125,0.2,0.03,0.0,0.7116730830166489
2.125,0.2,0.18,1.0,0.27163754199864343
2.125,0.2,0.31,1.0,0.25561904098140076
2.125,0.2,0.55,1.0,0.3436004999675788
2.125,0.2,0.04,0.0,0.6636476249550469
2.125,0.2,0.07,0.0,0.7996112499968149
2.125,0.2,0.18,1.0,0.4076476250193082
2.125,0.2,0.04,1.0,0.543583458987996
2.125,0.2,0.03,1.0,0.3996513340389356
2.125,0.2,0.07,0.0,0.7515532500110567
2.125,0.2,0.55,1.0,0.4315561249968596
2.125,0.2,0.1,1.0,0.3756440830184147
2.125,0.2,0.31,1.0,0.38358504202915356
2.125,0.2,0.03,0.0,0.5116625830414705
2.125,0.2,0.55,1.0,0.3515578330261633
2.125,0.2,0.31,1.0,0.40767374995630234
2.125,0.2,0.1,1.0,0.3436094169737771
2.125,0.2,0.04,0.0,0.44761412497609854
2.125,0.2,0.18,1.0,0.33559079200495034
2.125,0.2,0.07,1.0,0.45563949999632314
2.125,0.2,0.1,1.0,0.5270432499819435
2.125,0.2,0.04,1.0,0.6803120410186239
2.125,0.2,0.18,1.0,0.3515845419606194
2.125,0.2,0.03,0.0,0.35956329200416803
2.125,0.2,0.55,1.0,0.42362366599263623
2.125,0.2,0.31,1.0,0.3756188749684952
2.125,0.2,0.07,0.0,0.39162049995502457
2.125,0.2,0.31,1.0,0.39968266600044444
2.125,0.2,0.55,1.0,0.32768558303359896
2.125,0.2,0.03,1.0,0.3516293330467306
2.125,0.2,0.04,1.0,0.41559191700071096
2.125,0.2,0.07,1.0,0.4316288339905441
2.125,0.2,0.18,1.0,0.27155654202215374
2.125,0.2,0.1,1.0,0.3596533329691738
2.125,0.2,0.1,1.0,0.3195794590283185
2.125,0.2,0.03,1.0,0.43965666700387374
2.125,0.2,0.18,1.0,0.23161354201147333
2.125,0.2,0.55,1.0,0.3756609580013901
2.125,0.2,0.04,0.0,0.46367454197024927
2.125,0.2,0.31,1.0,0.3516573749948293
2.125,0.2,0.07,1.0,0.431615374982357
2.125,0.2,0.07,0.0,0.45558841596357524
2.125,0.2,0.18,1.0,0.295588041015435
2.125,0.2,0.31,1.0,0.3355216659838334
2.125,0.2,0.04,1.0,0.3916474580182694
2.125,0.2,0.03,0.0,0.4796409159898758
2.125,0.2,0.55,1.0,0.42363991599995643
2.125,0.2,0.1,1.0,0.6556117910076864
2.125,0.2,0.04,0.0,0.4716459170449525
2.125,0.2,0.1,1.0,0.6316137919784524
2.125,0.2,0.07,1.0,0.5517004579887725
2.125,0.2,0.55,1.0,0.40767929202411324
2.125,0.2,0.03,1.0,0.36761124996701255
2.125,0.2,0.31,1.0,0.5996616249904037
2.125,0.2,0.18,1.0,0.4076337500009686
2.125,0.2,0.04,0.0,0.3757019169861451
2.125,0.2,0.55,1.0,0.4396647499524988
2.125,0.2,0.03,0.0,0.7275512919877656
2.125,0.2,0.31,1.0,0.3436027090065181
2.125,0.2,0.18,1.0,0.3996630840119906
2.125,0.2,0.1,0.0,0.8555830420227721
2.125,0.2,0.07,1.0,0.439643666963093
2.125,0.2,0.1,0.0,0.49568900000303984
2.125,0.2,0.07,0.0,0.43963375000748783
2.125,0.2,0.03,1.0,0.6156527909915894
2.125,0.2,0.04,0.0,0.4235892500146292
2.125,0.2,0.18,1.0,0.5116585000068881
2.125,0.2,0.55,1.0,0.43964829202741385
2.125,0.2,0.31,1.0,0.3916640840470791
2.125,0.2,0.18,1.0,0.3513741659699008
2.125,0.2,0.04,1.0,0.6147459999774583
2.125,0.2,0.1,1.0,0.43966775003354996
2.125,0.2,0.55,1.0,0.3996576250065118
2.125,0.2,0.07,1.0,0.5436313329846598
2.125,0.2,0.31,1.0,0.407613791001495
2.125,0.2,0.03,1.0,0.43950608297018334
2.125,0.2,0.18,1.0,0.26357912499224767
2.125,0.2,0.07,1.0,0.3516284580109641
2.125,0.2,0.03,1.0,0.3996119590010494
2.125,0.2,0.1,1.0,0.3675902079558
2.125,0.2,0.04,0.0,0.3805892920354381
2.125,0.2,0.55,1.0,0.32762799999909475
2.125,0.2,0.31,1.0,0.40755566599546
2.125,0.2,0.07,0.0,0.36764612497063354
2.125,0.2,0.31,1.0,0.4932086250046268
2.125,0.2,0.1,1.0,0.35164829198038206
2.125,0.2,0.55,1.0,0.38368279195856303
2.125,0.2,0.04,1.0,0.3836607089615427
2.125,0.2,0.18,1.0,0.43162491597468033
2.125,0.2,0.03,1.0,0.4236030839965679
2.125,0.2,0.18,1.0,0.4555672080023214
2.125,0.2,0.55,1.0,0.4716171670006588
2.125,0.2,0.07,0.0,0.5676112500368617
2.125,0.2,0.31,1.0,0.3516279169707559
2.125,0.2,0.03,0.0,1.1116324999602512
2.125,0.2,0.1,0.0,0.4716317079728469
2.125,0.2,0.04,0.0,0.5516430829884484
2.125,0.2,0.03,0.0,0.6475994999636896
2.125,0.2,0.55,1.0,0.3996510829892941
2.125,0.2,0.18,1.0,0.3996086249826476
2.125,0.2,0.31,1.0,0.2315879169618711
2.125,0.2,0.04,0.0,0.775669333001133
2.125,0.2,0.07,1.0,0.4956229160306975
2.125,0.2,0.1,1.0,0.6877048749593087
2.125,0.2,0.04,0.0,0.5035977910156362
2.125,0.2,0.55,1.0,0.38360491598723456
2.125,0.2,0.1,0.0,0.7036840419750661
2.125,0.2,0.31,1.0,0.4076180830015801
2.125,0.2,0.18,1.0,0.39161849999800324
2.125,0.2,0.03,0.0,0.45562670804793015
2.125,0.2,0.07,1.0,0.6796435000142083
2.125,0.2,0.07,0.0,0.711614208004903
2.125,0.2,0.04,1.0,0.6720055409823544
2.125,0.2,0.03,0.0,1.0156388750183396
2.125,0.2,0.55,1.0,0.3436506660073064
2.125,0.2,0.31,1.0,0.3356370000401512
2.125,0.2,0.18,1.0,0.4875884170178324
2.125,0.2,0.1,1.0,0.4475447080330923
2.125,0.2,0.04,0.0,0.5036127499770373
2.125,0.2,0.55,1.0,0.44762208400061354
2.125,0.2,0.03,1.0,0.5356917909812182
2.125,0.2,0.31,1.0,0.512592582963407
2.125,0.2,0.1,1.0,0.41564404201926664
2.125,0.2,0.07,0.0,0.421960957988631
2.125,0.2,0.18,1.0,0.6716410840163007
2.125,0.2,0.07,1.0,0.4396199170150794
2.125,0.2,0.55,1.0,0.5275037920218892
2.125,0.2,0.04,1.0,0.40763820899883285
2.125,0.2,0.03,0.0,0.5356892499839887
2.125,0.2,0.18,1.0,0.42366479203337803
2.125,0.2,0.1,1.0,0.45563820900861174
2.125,0.2,0.31,1.0,0.4156083329580724
2.125,0.2,0.1,1.0,0.5436732919770293
2.125,0.2,0.07,1.0,0.4473437500419095
2.125,0.2,0.03,1.0,0.5244064999860711
2.125,0.2,0.55,1.0,0.9036582499975339
2.125,0.2,0.31,1.0,0.38361299998359755
2.125,0.2,0.04,0.0,0.6235137500334531
2.125,0.2,0.18,1.0,0.6076706249732524
2.125,0.2,0.03,1.0,0.5516245419858024
2.125,0.2,0.18,1.0,0.40763179102214053
2.125,0.2,0.04,0.0,0.43964241695357487
2.125,0.2,0.55,1.0,0.5276513750432059
2.125,0.2,0.1,0.0,0.5352993340347894
2.125,0.2,0.07,0.0,0.6476545829791576
2.125,0.2,0.31,1.0,0.5036362079554237
2.125,0.2,0.07,0.0,0.6635628750082105
2.125,0.2,0.04,0.0,0.5836200840421952
2.125,0.2,0.1,1.0,0.5116705409600399
2.125,0.2,0.03,1.0,0.5036513339728117
2.125,0.2,0.55,1.0,0.46362058399245143
2.125,0.2,0.31,1.0,0.3595510830054991
2.125,0.2,0.18,1.0,0.33960449998266995
2.125,0.2,0.55,1.0,0.6636559999897145
2.125,0.2,0.04,0.0,0.44766370800789446
2.125,0.2,0.1,1.0,0.43168258300283924
2.125,0.2,0.07,1.0,0.5595339160063304
2.125,0.2,0.31,1.0,0.3676011670031585
2.125,0.2,0.03,0.0,0.32760345801943913
2.125,0.2,0.18,1.0,0.44747033301973715
2.125,0.2,0.31,1.0,0.43160437495680526
2.125,0.2,0.04,0.0,0.3916366249904968
2.125,0.2,0.03,0.0,0.7996307089924812
2.125,0.2,0.18,1.0,0.4642201660317369
2.125,0.2,0.07,0.0,0.463779708952643
2.125,0.2,0.55,1.0,0.5040795829845592
2.125,0.2,0.1,1.0,0.583655041991733
2.125,0.2,0.03,1.0,0.5200967920245603
2.125,0.2,0.07,1.0,0.799562583968509
2.125,0.2,0.55,1.0,0.39166683302028105
2.125,0.2,0.31,1.0,0.3516400409862399
2.125,0.2,0.18,1.0,0.43163524998817593
2.125,0.2,0.04,1.0,0.43162529199616984
2.125,0.2,0.1,0.0,0.5036529580247588
2.125,0.2,0.1,1.0,0.4316233749850653
2.125,0.2,0.03,0.0,0.535643249982968
2.125,0.2,0.04,1.0,0.6235902089974843
2.125,0.2,0.31,1.0,0.5916658749920316
2.125,0.2,0.07,1.0,0.6476240829797462
2.125,0.2,0.55,1.0,0.4556892089894973
2.125,0.2,0.18,1.0,0.4076662079896778
2.125,0.2,0.18,1.0,0.9756592499907129
2.125,0.2,0.55,1.0,0.5596226250054315
2.125,0.2,0.04,0.0,0.7915900410152972
2.125,0.2,0.1,1.0,0.41577183303888887
2.125,0.2,0.31,1.0,0.455619124986697
2.125,0.2,0.07,0.0,0.343596416991204
2.125,0.2,0.03,0.0,0.4796653750236146
2.125,0.2,0.1,1.0,0.3996238749823533
2.125,0.2,0.03,0.0,0.4236407080315985
2.125,0.2,0.55,1.0,0.3916363750468008
2.125,0.2,0.18,1.0,0.4475964580196887
2.125,0.2,0.04,0.0,0.743609833996743
2.125,0.2,0.07,0.0,0.711672333010938
2.125,0.2,0.31,1.0,0.375639499980025
2.125,0.2,0.03,0.0,0.5756100830039941
2.125,0.2,0.1,1.0,0.4716172500047833
2.125,0.2,0.55,1.0,0.45565116696525365
2.125,0.2,0.04,1.0,0.42360933404415846
2.125,0.2,0.07,0.0,0.5436939169885591
2.125,0.2,0.31,1.0,0.37565254198852926
2.125,0.2,0.18,1.0,0.42362962500192225
2.125,0.2,0.07,1.0,0.7869854579912499
2.125,0.2,0.18,1.0,0.4236544169834815
2.125,0.2,0.55,1.0,0.375632792012766
2.125,0.2,0.03,1.0,0.6752915419638157
2.125,0.2,0.1,0.0,0.8636001250124536
2.125,0.2,0.31,1.0,0.41563379095168784
2.125,0.2,0.04,0.0,0.5836963339825161
